# touch_trace  screen=800x480  portrait=0
# raw_range X[-35..4167] Y[-233..4335]
# calib_enabled=1 raw_range X[-35..4167] Y[-233..4335]
# bezel(UI) T=15 B=15 L=0 R=0
# columns: raw_x raw_y cal_x cal_y est_x est_y
3729 3736 715 416 716 417
3788 3829 726 425 727 426
3827 3908 734 434 735 435
3891 3977 746 441 747 442
3933 3924 754 435 755 436
3978 4002 763 444 764 445
4010 4042 769 448 770 449
4026 4062 772 450 773 451
4052 4072 777 451 778 452
4073 4077 781 451 782 452
4083 4080 783 452 784 453
4088 4081 783 452 784 453
4091 4082 784 452 785 453
4092 4082 784 452 785 453
468 3576 95 399 95 400
468 3553 95 396 95 397
468 3561 95 397 95 398
455 3614 93 403 93 404
448 3563 91 398 91 398
425 3602 87 402 87 402
369 3644 76 406 76 407
276 3776 59 420 59 421
241 3725 52 415 52 415
241 3749 52 417 52 418
215 3772 47 419 47 420
202 3783 45 421 45 421
174 3809 39 423 39 424
148 3842 34 427 34 428
135 3858 32 428 32 429
72 3892 20 432 20 433
69 3909 19 434 19 435
59 3918 17 435 17 436
40 3913 14 434 14 435
21 3959 10 439 10 440
11 3983 8 442 8 443
6 3995 7 443 7 444
4 4001 7 443 7 444
3 4004 7 444 7 445
2 4035 7 447 7 448
2 4051 7 449 7 450
2 4067 7 450 7 451
2 4075 7 451 7 452
2 4079 7 452 7 453
0 4095 6 453 6 454
532 3672 107 409 107 410
485 3719 98 414 99 415
449 3741 92 416 92 417
395 3792 81 422 81 422
334 3841 70 427 70 428
264 3934 56 436 56 437
219 3996 48 443 48 444
170 4035 38 447 39 448
136 4055 32 449 32 450
97 4074 25 451 25 452
67 4084 19 452 19 453
34 4089 13 453 13 454
18 4091 10 453 10 454
10 4092 8 453 8 454
6 4093 7 453 7 454
4 4093 7 453 7 454
3 4093 7 453 7 454
2 4093 7 453 7 454
468 3768 95 419 95 420
385 3741 79 416 79 417
405 3747 83 417 83 418
366 3827 76 425 76 426
322 3923 67 435 67 436
248 3971 53 440 53 441
203 4017 45 445 45 446
142 4055 33 449 33 450
90 4074 23 451 23 452
50 4084 16 452 16 453
30 4089 12 453 12 454
20 4091 10 453 10 454
15 4092 9 453 9 454
12 4093 8 453 8 454
11 4088 8 453 8 454
10 4090 8 453 8 454
10 4092 8 453 8 454
10 4093 8 453 8 454
16 4095 9 453 9 454
47 4095 15 453 15 454
37 4095 13 453 13 454
31 4095 12 453 12 454
40 4095 14 453 14 454
45 4095 15 453 15 454
48 4095 15 453 15 454
44 4095 15 453 15 454
68 4095 19 453 19 454
100 4095 25 453 25 454
127 4095 30 453 30 454
155 4095 36 453 36 454
191 4095 42 453 43 454
221 4095 48 453 48 454
258 4095 55 453 55 454
292 4095 62 453 62 454
345 4095 72 453 72 454
372 4095 77 453 77 454
393 4095 81 453 81 454
420 4095 86 453 86 454
463 4095 94 453 94 454
511 4095 103 453 103 454
535 4095 108 453 108 454
583 4095 117 453 117 454
631 4095 126 453 126 454
667 4095 133 453 133 454
705 4095 140 453 140 454
844 4095 167 453 167 454
867 4095 171 453 171 454
887 4095 175 453 175 454
945 4095 186 453 186 454
986 4095 194 453 194 454
1006 4095 197 453 198 454
1048 4095 205 453 206 454
1103 4095 216 453 216 454
1145 4095 224 453 224 454
1198 4095 234 453 234 454
1272 4095 248 453 248 454
1309 4095 255 453 255 454
1362 4095 265 453 265 454
