# touch_raw — no calibration, no bezel
# panel 800x480  drawn == panel coordinates
# hardware raw range (in use): X[0..4095] Y[0..4095]
# stored calibration (IGNORED): X[-35..4167] Y[-233..4335]
# stored bezel (IGNORED): T=15 B=15 L=0 R=0
# L ms raw_x raw_y panel_x panel_y pinmask
# T ms idx target_x target_y raw_x raw_y
# B ms edge raw_x raw_y
L 853477 14 4048 2 473 0
L 853504 14 4017 2 469 0
L 853557 14 3983 2 465 0
L 853585 14 3966 2 463 0
L 853613 14 3944 2 461 0
L 853665 14 4018 2 469 0
L 853692 14 3967 2 464 0
L 853744 14 3932 2 459 0
L 853797 33 3932 6 459 0
L 853825 44 3932 8 459 0
L 853877 49 3944 9 461 0
L 853904 102 3940 19 460 0
L 853957 81 3946 15 461 0
L 853984 61 3950 11 462 0
L 854037 61 3903 11 456 0
L 854064 53 3974 10 464 0
L 854117 33 4010 6 469 0
L 854144 23 4040 4 472 0
L 854197 18 4055 3 474 0
L 854224 16 4063 3 475 0
L 854277 15 4078 2 477 0
L 854304 14 4086 2 477 0
L 854357 29 4090 5 478 0
L 854384 16 4092 3 478 0
L 854437 9 4093 1 478 0
L 854464 11 4093 2 478 0
L 854517 13 4093 2 478 0
L 854545 34 4093 6 478 0
L 854598 31 4093 6 478 0
L 854626 28 4093 5 478 0
L 854653 27 4093 5 478 0
L 854705 26 4093 5 478 0
L 854732 31 4093 6 478 0
L 854784 35 4093 6 478 0
L 854837 37 4093 7 478 0
L 854864 38 4093 7 478 0
L 854917 21 4093 4 478 0
L 854944 39 4093 7 478 0
L 855024 30 4093 5 478 0
B 855077 LEFT 9 -1
L 855105 16 4095 3 479 8
B 855269 LEFT 16 -1
L 855296 28 4095 5 479 8
L 855378 21 4095 4 479 8
L 855433 17 4095 3 479 8
L 855461 15 4095 2 479 8
L 855516 14 4095 2 479 8
B 855875 LEFT 14 -1
L 855954 0 4095 0 479 9
B 856313 LEFT 0 -1
B 856674 LEFT 0 -1
B 856921 LEFT 0 -1
L 856947 24 4095 4 479 8
L 857002 1 4095 0 479 8
L 857167 55 4095 10 479 8
L 857195 29 4095 5 479 8
L 857223 15 4095 2 479 8
L 857278 8 4095 1 479 8
L 857306 5 4095 0 479 8
L 857361 3 4095 0 479 8
B 857388 LEFT 1 -1
L 859487 32 52 6 6 0
L 859515 32 91 6 10 0
L 859542 25 107 4 12 0
L 859597 13 115 2 13 0
L 859625 7 119 1 13 0
L 859681 4 121 0 14 0
L 859707 3 114 0 13 0
L 859762 2 123 0 14 0
L 859788 2 121 0 14 0
L 859843 2 119 0 13 0
L 859870 2 132 0 15 0
L 859925 2 92 0 10 0
L 859952 2 104 0 12 0
L 860007 2 111 0 12 0
L 860035 2 115 0 13 0
L 860088 2 157 0 18 0
L 860115 2 80 0 9 0
L 860142 2 67 0 7 0
L 860195 2 42 0 4 0
L 860223 2 22 0 2 0
L 860278 2 12 0 1 0
L 860305 2 18 0 2 0
L 860361 2 11 0 1 0
L 860387 2 6 0 0 0
L 860442 2 4 0 0 0
L 860468 2 14 0 1 0
L 860523 2 9 0 1 0
L 860548 2 5 0 0 0
L 860605 2 13 0 1 0
L 860638 2 18 0 2 0
B 860677 LEFT 2 -1
L 860715 0 0 0 0 5
B 860898 LEFT 0 -1
L 862537 3936 0 767 0 4
L 862592 4094 0 798 0 4
L 862674 4071 0 794 0 4
L 862702 4058 0 791 0 4
L 862757 4052 0 790 0 4
L 862785 4058 0 791 0 4
L 862866 4052 0 790 0 4
L 863032 4023 0 784 0 4
L 863058 4040 0 788 0 4
L 863114 4049 0 790 0 4
L 863142 4054 0 791 0 4
L 863196 4074 0 794 0 4
L 863277 4076 0 795 0 4
L 863387 4063 0 792 0 4
L 863415 4056 0 791 0 4
L 863471 4064 0 792 0 4
L 863497 4079 0 795 0 4
L 863553 4086 0 797 0 4
L 863581 4083 0 796 0 4
L 863665 4095 0 799 0 6
L 8491075 2832 2992 552 349 0
L 8501448 4095 1716 799 200 2
L 8501503 4095 1735 799 202 2
L 8501583 4095 1729 799 202 2
L 8501608 4095 1715 799 200 2
L 8501663 4095 1730 799 202 2
B 8501688 RIGHT 4095 -1
L 8501742 4095 1724 799 201 2
L 8501852 4095 1735 799 202 2
L 8501908 4095 1715 799 200 2
L 8501936 4095 1704 799 199 2
L 8501991 4095 1708 799 199 2
L 8502017 4095 1759 799 205 2
L 8502073 4095 1687 799 197 2
L 8502101 4095 1708 799 199 2
L 8502238 4095 1618 799 189 2
L 8502266 4095 1681 799 196 2
L 8502293 4095 1686 799 197 2
L 8502349 4095 1688 799 197 2
L 8502376 4095 1697 799 198 2
L 8502432 4095 1702 799 199 2
L 8502458 4095 1712 799 200 2
B 8502513 RIGHT 4095 -1
L 8505242 2792 2928 544 342 0
# 
# === touch_raw summary ===
# hardware raw range: X[0..4095] Y[0..4095]  panel 800x480
# 
# AXIS X          interior-only   all-points
#   raw @ panel 0           17            -4
#   raw @ panel 799       4084          4104
#   bezel press LEFT  raw     0 -> panel -3
#   bezel press RIGHT raw  4095 -> panel 801
#   edge-probe residual  x=20: -7 px   x=780: +6 px
# 
# AXIS Y          interior-only   all-points
#   raw @ panel 0         -279          -217
#   raw @ panel 479       4382          4320
#   bezel press TOP    raw    47 -> panel 33
#   bezel press BOTTOM raw  4095 -> panel 449
#   edge-probe residual  y=22: +8 px   y=458: -9 px
# 
# H4: real inset - interior fit misses a limit by 287 raw counts
# 
# per-target medians (target_x target_y raw_x raw_y)
#    150  240     772  2064
#    400  240    2044  2044
#    650  240    3332  2044
#    400  120    2044   884
#    400  360    2052  3236
#    200  150    1056  1204
#    600  330    3072  2932
#     20  240      84  2052
#    780  240    4020  2044
#    400   22    2060    20
#    400  458    2044  4095
L 8955842 3348 3952 653 462 0
L 8957685 3132 3844 611 449 0
L 8957766 3109 4059 606 474 0
# APPLIED - backup /etc/touch_calibration.conf.bak1
L 8964543 1068 4016 208 469 0
L 8965386 992 3860 193 451 0
# extremes: panel X 0..799 Y 0..479   raw X 0..4095 Y 0..4095
